,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3505,Lao PDR,H011901,2009-10-20,2009,10,20,29.9,6.69,101.0,21.8,1.32,0.367,0.286,0.04,1.642,0.164,0.393,0.265,0.062,0.06,6.7,2.42
4814,Thailand,H011200,2009-10-21,2009,10,21,28.8,7.65,170.0,21.7,1.33,0.467,0.293,0.041,1.732,0.193,0.416,0.264,0.031,0.0448,6.58,2.08
1639,Cambodia,H020101,2009-10-21,2009,10,21,29.7,6.91,45.0,9.5,0.4427378964941569,0.2123539232053421,0.1774,0.0475,0.6449251247920132,0.12922,0.181965,0.0207284,0.0307223,0.0747519,3.819472306786273,2.924874791318863
1640,Cambodia,H033401,2009-10-21,2009,10,21,30.1,6.85,98.0,9.46,0.472787979966611,0.1762938230383973,0.1874,0.0966,0.6549084858569052,0.10934,0.1566875,0.0267683,0.0106407,0.1018383,5.27688371513464,2.263772954924873
3522,Lao PDR,H100101,2009-10-21,2009,10,21,26.4,7.78,99.0,19.92,1.322,0.445,0.252,0.026,1.839,0.071,0.148,0.161,0.041,0.112,6.76,1.66
1638,Cambodia,H020102,2009-10-21,2009,10,21,29.8,6.99,23.50000000000005,8.9,0.4327212020033388,0.2263772954924875,0.1879,0.0470999999999999,0.6249584026622297,0.1136,0.2112869,0.0133463,0.026957,0.0550014,5.14687295093027,2.604340567612688
1642,Cambodia,H033403,2009-10-21,2009,10,21,30.0,6.5,108.0,10.4,0.482804674457429,0.2143572621035058,0.2039,0.04635,0.6968386023294508,0.10224,0.1769095,0.0435458,0.0106407,0.1108671,5.017845672054231,2.103505843071786
1641,Cambodia,H033402,2009-10-21,2009,10,21,30.3,6.85,75.99999999999994,9.64,0.4948247078464106,0.1742904841402338,0.1894,0.0474,0.6708818635607321,0.11644,0.1688207,0.0301238,0.0043652,0.0894237,4.612951780393458,2.2737896494156926
1637,Cambodia,H020103,2009-10-21,2009,10,21,30.1,6.79,26.5,9.1,0.4808013355592653,0.1682804674457429,0.1799,0.04165,0.5910149750415973,0.14555,0.1930871,0.0,0.0181713,0.044844,3.900133274132688,3.1051752921535893
1636,Cambodia,H020106,2009-10-21,2009,10,21,31.2,7.02,14.0,9.29,0.5869782971619365,0.1001669449081802,0.1549,0.0502,0.6369384359400998,0.1207,0.2153313,0.0,0.0282121,0.0358152,8.013396298369797,3.626043405676126
1632,Cambodia,H019801,2009-10-21,2009,10,21,29.0,6.96,74.0,10.8,0.5449081803005008,0.2484140233722871,0.2234,0.0456,0.7287853577371048,0.18744,0.192076,0.1844768,0.0307223,0.1492395,6.474569749597823,2.023372287145242
1645,Cambodia,H430102,2009-10-22,2009,10,22,25.5,6.75,347.0,5.84,0.2043405676126878,0.1642737896494156,0.1149,0.03365,0.3693843594009983,0.04402,0.1233212,0.078443,0.0156611,0.2965218,9.518557531908796,1.6126878130217022
1629,Cambodia,H014501,2009-10-22,2009,10,22,29.5,6.87,62.000000000000114,16.4,0.7953255425709514,0.3265442404006676,0.3169,0.04615,1.0143094841930116,0.26412,0.2203868,0.2005832,0.0332325,0.1255389,8.578914341817148,1.6527545909849737
1635,Cambodia,H020108,2009-10-22,2009,10,22,29.4,6.25,8.500000000000036,10.6,0.4968280467445742,0.2404006677796327,0.1849,0.0477,0.6788685524126455,0.14342,0.1728651,0.0321371,0.0457835,0.0346866,7.916704994509977,2.784641068447412
1633,Cambodia,H019806,2009-10-22,2009,10,22,29.4,6.95,124.0,12.1,0.5368948247078464,0.2404006677796325,0.2169,0.04365,0.7647254575707154,0.16188,0.1738762,0.1562906,0.0432732999999999,0.1864833,8.677889088166141,1.7529215358931556
1634,Cambodia,H019807,2009-10-22,2009,10,22,30.0,7.02,154.0,11.0,0.5429048414023372,0.2363939899833054,0.2084,0.0448,0.7427620632279534,0.16259,0.171854,0.1536062,0.0169162,0.1830975,8.839273819514963,2.003338898163606
1630,Cambodia,H014901,2009-10-23,2009,10,23,28.7,7.1,138.0,11.5,0.5849749582637729,0.1963272120200334,0.2279,0.04505,0.74675540765391,0.17466,0.2092647,0.1878323,0.0294672,0.1983336,8.48297667341338,1.682804674457429
1631,Cambodia,H019802,2009-10-23,2009,10,23,29.0,6.83,97.0,10.7,0.5709515859766277,0.2203672787979966,0.2244,0.0462,0.7247920133111481,0.18886,0.1779206,0.199241,0.0093856,0.1949478,9.292544537904318,1.8430717863105173
3539,Lao PDR,H350101,2009-12-12,2009,12,12,25.0,7.57,5.0,18.37,0.901,0.547,0.246,0.028,1.804,0.029,0.059,0.106,0.027,0.033,7.28,0.9
3533,Lao PDR,H320101,2009-12-13,2009,12,13,23.0,7.49,26.0,12.0,0.875,0.296,0.06,0.017,1.085,0.091,0.032,0.18,0.026,0.01,6.7,0.88
3512,Lao PDR,H013401,2009-12-13,2009,12,13,25.0,7.37,19.0,21.15,1.303,0.405,0.356,0.032,1.646,0.158,0.249,0.29,0.05,0.022,8.09,0.44
4809,Thailand,H050104,2009-12-16,2009,12,16,18.2,8.38,41.0,10.57,0.6857142857142858,0.3857142857142857,0.1891996520226185,0.0546317135549872,1.1601085481682498,0.0968882681564246,0.0935443605203576,0.1709572992138122,0.0206832871652816,0.095398428731762,8.65,2.2758620689655187
4808,Thailand,H013801,2009-12-16,2009,12,16,26.0,8.22,6.0,19.83,1.4142857142857144,0.5142857142857143,0.4588560243584167,0.0428337595907928,1.9131614654002715,0.1843240223463687,0.2576228684910758,0.12625250501002,0.0221196265517595,0.0315656565656565,8.15,1.0344827586206915
4815,Thailand,H011200,2009-12-16,2009,12,16,24.5,7.57,34.0,25.6,1.528,0.554,0.373,0.039,1.907,0.12,0.526,0.262,0.038,0.026,8.38,0.3
3523,Lao PDR,H100101,2009-12-16,2009,12,16,19.4,7.68,7.0,23.9,1.537,0.646,0.348,0.02,2.138,0.171,0.139,0.017,0.021,0.037,8.23,0.46
4810,Thailand,H310102,2009-12-16,2009,12,16,26.0,8.36,0.3,10.41,0.3428571428571429,0.2571428571428571,0.453249238799478,0.0369948849104859,0.5291723202170964,0.4986201117318435,0.0618399476256172,0.012178202558964,0.0106289114599363,0.0196408529741863,7.3,2.689655172413795
4807,Thailand,H013101,2009-12-16,2009,12,16,28.0,8.19,14.0,21.41,1.585714285714286,0.6,0.2842148760330578,0.0330409207161125,1.9538670284938944,0.2292234636871508,0.3236464912203289,0.1647911207029443,0.0113470811531753,0.0462962962962963,8.33,1.0344827586206915
3529,Lao PDR,H230103,2009-12-21,2009,12,21,24.7,6.7,16.0,12.2,0.721,0.285,0.217,0.018,0.982,0.108,0.053,0.083,0.011,0.022,7.15,0.94
3506,Lao PDR,H011901,2009-12-21,2009,12,21,24.2,7.5,36.0,25.8,1.449,0.466,0.382,0.041,1.887,0.138,0.509,0.256,0.025,0.03,7.78,0.7
3518,Lao PDR,H013900,2009-12-22,2009,12,22,28.0,7.4,11.0,21.04,1.288,0.576,0.348,0.035,1.711,0.136,0.326,0.148,0.011,0.024,7.3,0.98
1662,Cambodia,H450101,2009-12-22,2009,12,22,25.0,6.9,52.0,7.44,0.2270539419087137,0.278838174273859,0.2102,0.0453,0.5621262458471762,0.0255599999999999,0.2168043999999999,0.596,0.0631041,0.1063537999999999,6.7179872853078,0.8792813026389679
3545,Lao PDR,H390105,2009-12-22,2009,12,22,28.0,7.44,18.0,10.49,0.463,0.429,0.202,0.028,1.02,0.023,0.049,0.142,0.201,0.042,6.84,1.5
1652,Cambodia,H020108,2009-12-22,2009,12,22,28.2,6.83,14.000000000000052,9.57,0.3465560165975104,0.3405809128630706,0.2727,0.03985,0.7096345514950166,0.1050799999999999,0.1924136,0.019,0.2564133,0.0569082,4.955122097132615,5.639528354856822
1661,Cambodia,H440103,2009-12-23,2009,12,23,26.0,6.9,68.49999999999994,3.98,0.1274688796680498,0.107551867219917,0.1122,0.051,0.2491694352159468,0.01491,0.1349209999999999,0.168,0.0416253,0.1200164,7.002899358832012,0.8671532846715351
1659,Cambodia,H033403,2009-12-23,2009,12,23,28.0,7.08,17.5,9.08,0.4063070539419088,0.2310373443983402,0.2467,0.05145,0.6637873754152825,0.08236,0.195898,0.076,0.1078515999999999,0.0796792,8.968465134003933,2.203256597417183
1658,Cambodia,H033402,2009-12-23,2009,12,23,28.5,7.32,21.5,9.49,0.4003319502074689,0.2927800829875518,0.2487,0.0518,0.689700996677741,0.0923,0.2202887999999999,0.062,0.1168010999999999,0.0543058,5.600107143173486,2.1628298708590683
1657,Cambodia,H033401,2009-12-23,2009,12,23,28.8,7.16,38.00000000000005,11.3,0.3903734439834025,0.342572614107884,0.3687,0.03315,0.8212624584717606,0.1732399999999999,0.2429374,0.065,0.1973465999999999,0.104402,6.95398478624085,2.4559236384053915
1656,Cambodia,H020101,2009-12-23,2009,12,23,27.5,7.2,29.0,9.36,0.4357842323651453,0.2613112033195021,0.2402,0.05065,0.6697674418604652,0.1050799999999999,0.1819604,0.048,0.0989020999999999,0.0614624,5.569130977960339,2.425603593486805
1660,Cambodia,H440102,2009-12-23,2009,12,23,26.5,6.9,63.5,4.01,0.1214937759336099,0.1175103734439834,0.1152,0.0521,0.239202657807309,0.0113599999999999,0.1488586,0.162,0.0702637,0.1076549999999999,6.780652945759743,5.204941044357103
1654,Cambodia,H020103,2009-12-23,2009,12,23,27.3,7.32,14.000000000000052,8.91,0.3843983402489627,0.2529460580912864,0.2222,0.0444,0.6498338870431895,0.0972699999999999,0.2133199999999999,0.023,0.0953223,0.0543058,5.632857056698767,2.6883773161145443
1653,Cambodia,H020106,2009-12-23,2009,12,23,27.4,6.85,17.5,8.86,0.4122821576763487,0.272863070539419,0.2247,0.043,0.6498338870431895,0.10224,0.1715072,0.024,0.0666839,0.0588599999999999,5.112639533151551,2.3548568220101065
1649,Cambodia,H019801,2009-12-23,2009,12,23,27.1,7.43,11.5,17.0,0.8564315352697096,0.4501244813278009,0.3292,0.038,1.3475083056478407,0.213,0.2429374,0.017,0.0738435,0.0399925999999999,8.606322492327646,0.262773722627737
1655,Cambodia,H020102,2009-12-23,2009,12,23,27.4,6.94,34.0,9.01,0.3664730290456433,0.3107053941908714,0.2276999999999999,0.0432,0.6737541528239204,0.11076,0.1802182,0.037,0.1347001,0.0803298,5.334388389179166,2.243683323975296
1651,Cambodia,H019807,2009-12-24,2009,12,24,28.0,7.14,30.5,10.6,0.5098755186721993,0.2469709543568465,0.2392,0.04205,0.8013289036544851,0.0993999999999999,0.1854448,0.052,0.0666839,0.0543058,6.479406465202951,0.9096013475575522
1650,Cambodia,H019806,2009-12-24,2009,12,24,27.6,6.73,27.5,10.5,0.4919502074688797,0.2688796680497926,0.2392,0.04145,0.7714285714285716,0.12212,0.1645383999999999,0.051,0.0631041,0.0608118,6.290627636119369,2.041549691184729
1647,Cambodia,H014901,2009-12-24,2009,12,24,27.5,7.45,14.5,17.5,0.8922821576763488,0.4939419087136928,0.3342,0.03735,1.3893687707641198,0.17679,0.2411952,0.037,0.0613142,0.032836,6.731111570647724,0.3133071308253795
1646,Cambodia,H014501,2009-12-24,2009,12,24,27.5,7.49,24.49999999999994,21.9,1.151203319502075,0.5556846473029047,0.3987,0.0406,1.7102990033222594,0.22081,0.2969456,0.036,0.0577344,0.0536552,7.692906290412863,0.7883211678832127
1663,Cambodia,H430102,2009-12-24,2009,12,24,28.0,7.02,68.5,7.01,0.3744398340248963,0.1991701244813279,0.1362,0.0329,0.5740863787375416,0.0553799999999999,0.1209833999999999,0.043,0.0058273,0.0367396,7.391837472440258,0.4042672655811345
1648,Cambodia,H019802,2009-12-24,2009,12,24,27.0,7.26,10.5,17.5,0.866390041493776,0.5238174273858927,0.3217,0.03825,1.3953488372093026,0.1682699999999999,0.2690704,0.035,0.1347001,0.0354384,8.747629505264413,0.3436271757439657
3560,Lao PDR,H013900,2010-02-14,2010,2,14,28.0,8.26,12.0,24.9,1.4,0.602,0.44,0.037,1.56,0.315,0.56,0.028,0.027,0.027,6.67,0.862
3582,Lao PDR,H350101,2010-02-14,2010,2,14,28.0,7.82,4.0,15.9,0.802,0.408,0.311,0.038,1.359,0.212,0.118,0.01,0.016,0.022,6.96,1.313
3587,Lao PDR,H390105,2010-02-14,2010,2,14,27.1,7.84,16.0,10.4,0.506,0.445,0.125,0.028,1.001,0.051,0.063,0.024,0.044,0.04,6.27,0.98
4841,Thailand,H380128,2010-02-15,2010,2,15,30.0,7.32,2.0,14.49,0.4870129870129871,0.0896103896103896,0.914032187907786,0.0584373401534526,0.6818181818181818,0.7966600284495019,0.0175199662661651,0.0309248554913294,0.0196237650561645,0.0083018867924528,5.3,1.255813953488373
4819,Thailand,H013101,2010-02-15,2010,2,15,28.0,7.68,16.0,26.43,1.5233766233766235,0.7597402597402599,0.7290517616354937,0.0621432225063938,2.005347593582888,0.4356358463726884,0.494666943334671,0.0265895953757225,0.0453376640952767,0.0241509433962264,5.25,3.767441860465117
3554,Lao PDR,H013401,2010-02-15,2010,2,15,29.0,7.63,56.0,27.4,1.753,0.394,0.474,0.037,1.768,0.315,0.567,0.081,0.037,0.028,7.33,1.156
4816,Thailand,H010501,2010-02-15,2010,2,15,20.0,7.51,28.0,27.82,1.5662337662337664,0.7441558441558443,0.6091822531535451,0.0660639386189258,2.125668449197861,0.2743783783783783,0.5560746006483441,0.2158959537572254,0.0236838543781296,0.020377358490566,6.65,1.674418604651164
4824,Thailand,H013801,2010-02-15,2010,2,15,28.5,7.57,3.0,25.17,1.4727272727272729,0.6155844155844159,0.5955589386689866,0.0599079283887468,2.005347593582888,0.3441763869132289,0.4451616278330821,0.0554913294797687,0.0236838543781296,0.0113207547169811,6.7,2.093023255813953
4836,Thailand,H310102,2010-02-15,2010,2,15,28.5,7.61,3.0,13.93,0.4090909090909091,0.0974025974025974,0.9106394084384516,0.066,0.5213903743315508,0.799066856330014,0.0245419968337664,0.0,0.012856949519556,0.0067924528301886,5.5,3.348837209302326
3572,Lao PDR,H230103,2010-02-16,2010,2,16,26.6,7.47,12.0,12.5,0.725,0.239,0.195,0.019,0.972,0.178,0.065,0.064,0.016,0.025,6.82,0.999
3566,Lao PDR,H100101,2010-02-17,2010,2,17,23.1,8.03,4.0,26.3,1.581,0.578,0.398,0.026,2.175,0.26,0.16,0.002,0.041,0.027,6.64,0.196
1739,Cambodia,H440102,2010-02-20,2010,2,20,26.5,7.05,17.499999999999947,5.93,0.1218984179850125,0.2537885095753539,0.1692,0.0606,0.4014159292035398,0.0355,0.133116,0.0939926,0.0710692,0.0218867999999999,8.121083815821617,2.435710275126336
1745,Cambodia,H440103,2010-02-20,2010,2,20,26.0,7.72,11.5,5.87,0.1278934221482098,0.2118234804329725,0.1627,0.0663,0.4205309734513274,0.07384,0.1310606,0.0927874,0.054087,0.034684,8.214189103795887,1.879842784952275
1707,Cambodia,H020103,2010-02-21,2010,2,21,27.3,7.64,28.5,11.78,0.3856786011656953,0.2457951706910908,0.3918,0.0517,0.6690265486725663,0.2776099999999999,0.2225259,0.0367456,0.1827942,0.0825344,5.593217125509009,6.276249298147109
1719,Cambodia,H020108,2010-02-21,2010,2,21,28.2,6.95,16.0,9.98,0.3477102414654455,0.1838467943380516,0.3823,0.041,0.4991150442477876,0.2698,0.143393,0.1632916,0.0925204,0.1092416,3.959352069575249,5.0129140932060645
1712,Cambodia,H020106,2010-02-21,2010,2,21,27.4,7.69,29.5,10.38,0.4136552872606163,0.2018318068276436,0.3768,0.054,0.6286725663716815,0.26838,0.1629193,0.0174624,0.0424676,0.087542,5.701113874485767,6.862436833239753
1751,Cambodia,H450101,2010-02-21,2010,2,21,25.0,7.55,13.5,8.07,0.2278101582014987,0.3157368859283932,0.2662,0.0573,0.6605309734513274,0.05964,0.0868694999999999,0.0698886,0.0379986,0.062504,8.352965813616914,2.4458169567658614
1687,Cambodia,H019806,2010-02-22,2010,2,22,27.6,7.55,10.5,17.37,0.4935886761032473,0.7194004995836805,0.4043,0.0434,1.255221238938053,0.16898,0.3242681999999999,0.0325274,0.0683878,0.0396916,6.333587395271708,2.132509825940484
1681,Cambodia,H019802,2010-02-22,2010,2,22,27.0,7.82,6.999999999999992,20.88,0.8692756036636138,0.6894254787676939,0.5296000000000001,0.0404,1.6099115044247787,0.23288,0.4475922,0.0102312,0.0388924,0.0241124,7.32019314854316,2.7995508141493555
1664,Cambodia,H014501,2010-02-22,2010,2,22,27.5,7.79,5.500000000000019,26.3,1.1550374687760203,0.7893422148209828,0.6206,0.0531,1.807433628318584,0.3124,0.5071988000000001,0.0138468,0.0505118,0.0424736,8.476159480331765,2.930937675463223
1734,Cambodia,H430102,2010-02-22,2010,2,22,28.0,7.63,5.999999999999964,8.41,0.3756869275603664,0.2398001665278935,0.1767,0.0782,0.6520353982300885,0.13774,0.0765925,0.012039,0.049618,0.0369096,7.690212817235042,2.223469960696239
1693,Cambodia,H019807,2010-02-22,2010,2,22,28.0,7.46,8.499999999999966,17.57,0.5115736885928395,0.7393838467943381,0.4053,0.0433,1.248849557522124,0.18176,0.3119358,0.0319248,0.0755382,0.0463684,6.349222891470884,1.6676024705221788
1729,Cambodia,H033403,2010-02-23,2010,2,23,28.0,7.63,14.000000000000052,9.58,0.4076602830974189,0.1738551207327228,0.3092,0.0617,0.624424778761062,0.1775,0.1660024,0.0771198,0.027273,0.0552708,7.227687754261018,4.396406513194834
1675,Cambodia,H019801,2010-02-23,2010,2,23,27.1,7.59,11.5,20.99,0.859283930058285,0.7933388842631143,0.5676000000000001,0.0399,1.5780530973451323,0.2101599999999999,0.4465645,0.0048078,0.0460428,0.0408044,9.24685084719164,1.677709152161709
1725,Cambodia,H033402,2010-02-23,2010,2,23,28.5,7.98,9.00000000000005,9.88,0.4016652789342215,0.1778517901748543,0.2967,0.0669,0.6414159292035398,0.17395,0.1557254,0.0831458,0.0147598,0.0619476,6.780081364253344,5.053340819764179
1722,Cambodia,H033401,2010-02-23,2010,2,23,28.8,7.44,14.5,10.6,0.3916736053288926,0.1638634471273939,0.3377,0.0622,0.5968141592920354,0.2080299999999999,0.2071103999999999,0.102429,0.2024578,0.1086852,6.241288202184608,4.911847276810781
1703,Cambodia,H020102,2010-02-23,2010,2,23,27.4,6.37,35.0,8.8,0.3676935886761033,0.1278934221482098,0.3408,0.0392,0.5373451327433628,0.11076,0.2513015,0.0590418,0.201564,0.0908804,8.538026038966683,4.97248736664795
1699,Cambodia,H020101,2010-02-23,2010,2,23,27.5,6.95,48.0,7.84,0.4372356369691925,0.018384679433805,0.2612,0.0587,0.552212389380531,0.10792,0.143393,0.0958004,0.2131834,0.1053467999999999,6.210352937018946,4.376193149915777
5892,Viet Nam,H019803,2010-03-15,2010,3,15,26.7,6.77,38.5,15.7,0.84,0.378,0.312,0.036,1.182,0.18,0.201,0.035,0.003,0.04,5.818641999395221,4.1
5898,Viet Nam,H039801,2010-03-15,2010,3,15,29.0,7.06,208.0,12.8,0.5,0.35,0.382,0.027,0.988,0.207,0.023,0.508,0.04,0.246,3.933312567571946,7.88
5901,Viet Nam,H039803,2010-03-15,2010,3,15,28.6,7.12,48.0,16.41,0.4,0.8,0.395,0.033,1.208,0.27,0.206,0.763,0.002,0.128,5.6234130251371255,4.66
5904,Viet Nam,H440202,2010-03-15,2010,3,15,28.0,6.81,37.0,3.71,0.16,0.12,0.103,0.022,0.265,0.096,0.016,0.062,0.02,0.018,4.720478147541681,5.23
5908,Viet Nam,H451303,2010-03-15,2010,3,15,26.1,6.91,36.0,6.31,0.35,0.12,0.126,0.042,0.405,0.186,0.023,0.186,0.017,0.051,6.061010584071422,4.82
5894,Viet Nam,H019804,2010-03-15,2010,3,15,27.3,7.29,48.0,15.55,0.76,0.44,0.41,0.034,1.208,0.247,0.147,0.345,0.009,0.077,6.794581229554618,3.78
5915,Viet Nam,H988115,2010-03-15,2010,3,15,25.5,7.47,38.0,17.83,0.7,0.57,0.501,0.032,1.386,0.226,0.307,0.193,0.005,0.058,6.480640928769443,4.38
5912,Viet Nam,H988114,2010-03-15,2010,3,15,29.2,7.7,27.5,16.18,0.42,0.78,0.412,0.026,1.188,0.204,0.245,0.292,0.0,0.018,5.534460724005106,2.97
5902,Viet Nam,H039803,2010-04-15,2010,4,15,26.6,7.28,52.0,19.83,1.24,0.14,0.482,0.038,1.277,0.267,0.275,0.38,0.0,0.152,3.759033915597924,5.58
5893,Viet Nam,H019803,2010-04-15,2010,4,15,25.9,7.57,27.5,20.3,1.0,0.5,0.453,0.032,1.426,0.26,0.264,0.367,0.026,0.06,6.178961715166631,2.87
5909,Viet Nam,H451303,2010-04-15,2010,4,15,25.7,6.94,31.0,5.62,0.26,0.13,0.118,0.038,0.4,0.166,0.011,0.064,0.052,0.052,3.6129421707177287,5.29
5918,Viet Nam,H988316,2010-04-15,2010,4,15,29.6,7.39,35.0,19.2,0.96,0.26,0.715,0.031,1.307,0.365,0.203,0.386,0.195,0.095,6.969606632667591,4.32
5895,Viet Nam,H019804,2010-04-15,2010,4,15,26.7,7.53,36.5,19.79,0.98,0.48,0.412,0.034,1.317,0.292,0.288,0.23,0.026,0.084,5.255214751839889,4.52
5905,Viet Nam,H440202,2010-04-15,2010,4,15,27.2,6.87,18.5,4.93,0.2,0.14,0.114,0.018,0.341,0.113,0.011,0.104,0.058,0.038,2.948166858725738,5.17
5916,Viet Nam,H988115,2010-04-15,2010,4,15,26.7,7.36,44.5,21.8,1.12,0.44,0.412,0.03,1.238,0.271,0.439,0.45,0.117,0.095,3.268644999679344,5.13
4830,Thailand,H050104,2010-04-19,2010,4,19,27.0,7.19,29.0,13.44,0.6642115768463074,0.3168819415878239,0.511692040017399,0.1136317135549872,1.576763485477178,0.0512727272727272,0.1243602244999752,0.2676375404530745,0.1484654634072043,0.1316972510870366,5.8,3.724137931034481
4825,Thailand,H013801,2010-04-19,2010,4,19,31.5,7.29,3.0,21.26,1.2395109780439122,0.4797367338543809,0.493518921270118,0.0389820971867007,1.867219917012448,0.257478138222849,0.3628951929025175,0.0346278317152103,0.033851191836113,0.0248360232883779,6.75,1.241379310344827
4820,Thailand,H013101,2010-04-19,2010,4,19,30.0,7.23,6.0,26.18,1.5239620758483037,0.6001480872069108,0.5002522836015659,0.0409386189258312,2.1161825726141075,0.3332727272727273,0.4512692157329727,0.0297734627831715,0.0351839159241489,0.0410494509543813,7.15,1.241379310344827
3583,Lao PDR,H350101,2010-04-19,2010,4,19,28.0,7.22,26.0,17.11,0.768,0.473,0.373,0.069,1.496,0.039,0.174,0.201,0.06,0.039,7.01,2.469
3578,Lao PDR,H320101,2010-04-19,2010,4,19,28.0,7.2,8.0,4.57,0.197,0.203,0.068,0.029,0.369,0.03,0.083,0.069,0.082,0.021,7.47,2.728
3567,Lao PDR,H100101,2010-04-20,2010,4,20,27.4,7.57,21.0,26.1,1.528,0.591,0.424,0.038,2.018,0.3,0.474,0.054,0.039,0.021,7.53,1.411
3573,Lao PDR,H230103,2010-04-20,2010,4,20,29.0,6.74,23.0,12.12,0.765,0.276,0.161,0.017,1.087,0.126,0.051,0.035,0.05,0.016,6.32,0.882
3555,Lao PDR,H013401,2010-04-21,2010,4,21,28.0,7.31,73.0,21.46,1.092,0.494,0.396,0.059,1.558,0.287,0.185,0.263,0.034,0.06,7.16,1.724
3561,Lao PDR,H013900,2010-04-21,2010,4,21,28.5,7.61,7.0,21.06,1.057,0.504,0.366,0.038,1.363,0.396,0.331,0.008,0.064,0.02,6.96,1.038
3588,Lao PDR,H390105,2010-04-21,2010,4,21,29.2,7.48,14.0,11.29,0.342,0.586,0.202,0.034,0.722,0.281,0.053,0.012,0.067,0.033,6.86,2.009
1688,Cambodia,H019806,2010-04-23,2010,4,23,30.0,7.7,24.0,19.46,0.94726368159204,0.3900497512437813,0.5648,0.0573,1.353383458646617,0.20306,0.3241556,0.0137650999999999,0.0001,0.0445592999999999,7.820876252093323,3.1686541737649057
1670,Cambodia,H014901,2010-04-23,2010,4,23,30.9,7.79,5.0,20.74,0.9432835820895524,0.4099502487562189,0.5608,0.056,1.351578947368421,0.2101599999999999,0.3776122,0.0262471,0.0001,0.044107,6.79009933000095,3.0459965928449746
1694,Cambodia,H019807,2010-04-23,2010,4,23,32.0,7.46,23.0,19.59,0.9393034825870648,0.3761194029850745,0.6188,0.0528,1.3425563909774436,0.21513,0.3532080999999999,0.0143892,0.0001,0.0463685,6.675625745787451,3.4855195911413985
1682,Cambodia,H019802,2010-04-23,2010,4,23,31.2,7.14,9.00000000000005,20.98,0.983084577114428,0.3920398009950251,0.5188,0.0513,1.3624060150375938,0.20448,0.3578564999999999,0.0087723,0.0001,0.0436547,7.019700083886976,3.3424190800681446
1715,Cambodia,H020107,2010-04-24,2010,4,24,26.5,7.6,164.0,24.1,1.3373134328358212,0.1233830845771142,0.7517999999999999,0.0939,1.4977443609022558,0.6077600000000001,0.2462949,0.176066,0.2245945999999999,0.1797969999999999,4.348375906703468,6.0
1723,Cambodia,H033401,2010-04-24,2010,4,24,31.2,6.84,39.0,20.9,0.7980099502487562,0.3442786069651743,0.6798,0.095,1.2830075187969925,0.3819800000000001,0.3880711,0.3871165,0.0216085999999999,0.1947228999999999,8.736150261630435,4.936967632027256
1665,Cambodia,H014501,2010-04-24,2010,4,24,32.0,7.47,1.500000000000043,21.8,1.0965174129353237,0.4019900497512436,0.6008,0.0513,1.4724812030075194,0.31098,0.4426897999999999,0.0349845,0.0001,0.0368702,7.974070443791496,3.5672913117546847
1676,Cambodia,H019801,2010-04-24,2010,4,24,31.8,7.59,9.499999999999991,19.68,0.9253731343283584,0.4457711442786071,0.5488,0.0557,1.376842105263158,0.18815,0.3648291,0.0150133,0.0001,0.0603898,6.809796831950205,3.189097103918229
1740,Cambodia,H440102,2010-04-24,2010,4,24,27.5,6.78,13.0,7.17,0.254726368159204,0.191044776119403,0.1634999999999999,0.076,0.4655639097744361,0.0426,0.1661099999999999,0.1560598999999999,0.0783085999999999,0.0748634,6.847923653998175,4.006814310051107
1746,Cambodia,H440103,2010-04-24,2010,4,24,26.0,6.94,11.5,6.41,0.2228855721393035,0.2368159203980098,0.1551,0.0745,0.4384962406015036,0.0347899999999999,0.1556511,0.1772793,0.1043905999999999,0.0422977999999999,6.390017400773162,4.170357751277683
1730,Cambodia,H033403,2010-04-24,2010,4,24,30.9,8.0,28.5,14.29,0.2985074626865672,0.4398009950248756,0.6125999999999999,0.0773,0.7434586466165414,0.31098,0.3009136,0.0625845,0.1043905999999999,0.0712449999999999,8.164400929485868,3.8841567291311776
1752,Cambodia,H450101,2010-04-25,2010,4,25,26.5,7.35,10.0,7.66,0.2666666666666667,0.3044776119402985,0.1922999999999999,0.0728,0.5738345864661654,0.0141999999999999,0.1707584,0.0375158,0.001,0.0472731,6.504440776295623,4.558773424190801
